,clas,clas_t,reg,reg_T
293,[[0.03209483 0.47747093 0.49043423]],[[0. 1. 0.]],[[53.524147]],[36]
294,[[0.11142774 0.46478677 0.42378548]],[[0. 1. 0.]],[[26.083563]],[42]
295,[[0.09148937 0.47771186 0.43079874]],[[0. 0. 1.]],[[30.014803]],[58]
296,[[0.07564687 0.48780635 0.43654683]],[[0. 1. 0.]],[[33.18725]],[24]
297,[[0.9252455  0.0383225  0.03643196]],[[0. 0. 1.]],[[-1.]],[6]
298,[[0.08200481 0.46909383 0.44890136]],[[0. 0. 1.]],[[33.29567]],[40]
299,[[0.10074254 0.4756677  0.42358977]],[[0. 1. 0.]],[[29.203365]],[6]
300,[[0.44677076 0.28528377 0.26794547]],[[1. 0. 0.]],[[5.239703]],[0]
301,[[0.06342542 0.48036906 0.45620552]],[[0. 0. 1.]],[[34.21754]],[34]
302,[[0.297948   0.36610907 0.3359429 ]],[[0. 0. 1.]],[[2.3080463]],[8]
303,[[0.15741538 0.43642193 0.40616274]],[[0. 1. 0.]],[[22.545115]],[28]
304,[[0.17766573 0.43809965 0.3842346 ]],[[1. 0. 0.]],[[21.215836]],[0]
305,[[0.06769031 0.48264042 0.44966924]],[[1. 0. 0.]],[[35.51203]],[0]
306,[[0.38339683 0.319857   0.2967461 ]],[[0. 1. 0.]],[[8.522507]],[12]
307,[[0.04193853 0.47979954 0.47826198]],[[0. 0. 1.]],[[45.7299]],[72]
308,[[0.09731594 0.4784862  0.42419776]],[[0. 1. 0.]],[[29.29786]],[10]
309,[[0.13568006 0.44418022 0.42013976]],[[1. 0. 0.]],[[24.591518]],[0]
310,[[0.82741207 0.08199015 0.09059776]],[[1. 0. 0.]],[[-0.9999652]],[0]
311,[[0.27611193 0.37737352 0.34651455]],[[0. 1. 0.]],[[13.5373535]],[12]
312,[[0.1115896  0.46454105 0.4238694 ]],[[0. 1. 0.]],[[27.127674]],[18]
313,[[0.10022642 0.47949272 0.4202808 ]],[[0. 0. 1.]],[[29.261955]],[20]
314,[[0.05294847 0.47563645 0.4714151 ]],[[0. 1. 0.]],[[46.159527]],[32]
315,[[0.13333255 0.46617815 0.40048933]],[[0. 1. 0.]],[[23.732397]],[20]
316,[[0.8394066  0.07305187 0.08754152]],[[1. 0. 0.]],[[-1.]],[0]
317,[[0.44567314 0.27282476 0.28150207]],[[1. 0. 0.]],[[7.5184813]],[0]
318,[[0.19208911 0.42717174 0.38073915]],[[0. 1. 0.]],[[18.271864]],[16]
319,[[0.07885966 0.4625091  0.45863128]],[[0. 0. 1.]],[[35.017117]],[28]
320,[[0.18418296 0.42026812 0.39554894]],[[1. 0. 0.]],[[20.202915]],[0]
321,[[0.04160705 0.5138104  0.44458258]],[[0. 1. 0.]],[[42.52421]],[72]
322,[[0.15817197 0.43011135 0.4117167 ]],[[0. 0. 1.]],[[22.55988]],[26]
323,[[0.06901774 0.48690218 0.44408014]],[[0. 1. 0.]],[[33.344997]],[34]
324,[[0.17801364 0.4256929  0.39629346]],[[0. 1. 0.]],[[20.016409]],[22]
325,[[0.06254598 0.472596   0.46485806]],[[0. 1. 0.]],[[39.20318]],[58]
326,[[0.09030845 0.4730444  0.4366472 ]],[[0. 0. 1.]],[[30.01676]],[24]
327,[[0.11812239 0.46810174 0.4137759 ]],[[0. 1. 0.]],[[26.045588]],[24]
328,[[0.02261615 0.49952093 0.4778629 ]],[[0. 0. 1.]],[[55.215313]],[18]
329,[[0.7554424  0.12377533 0.12078229]],[[1. 0. 0.]],[[-0.99997425]],[0]
330,[[0.8020224  0.09551183 0.10246579]],[[0. 0. 1.]],[[-0.99993217]],[16]
331,[[0.12792674 0.4580677  0.41400564]],[[1. 0. 0.]],[[25.309275]],[0]
332,[[0.12367877 0.44346237 0.43285885]],[[0. 1. 0.]],[[29.125006]],[24]
333,[[0.8077566  0.09133592 0.10090748]],[[1. 0. 0.]],[[-0.99991596]],[0]
334,[[0.01715657 0.53886783 0.44397566]],[[0. 0. 1.]],[[52.034393]],[22]
335,[[0.15805931 0.44526324 0.3966774 ]],[[0. 1. 0.]],[[22.408606]],[52]
336,[[0.9223434  0.0304705  0.04718607]],[[1. 0. 0.]],[[-1.]],[0]
337,[[0.8440209  0.05661267 0.09936644]],[[1. 0. 0.]],[[-1.]],[0]
338,[[0.08743867 0.48747656 0.42508474]],[[0. 0. 1.]],[[29.90581]],[48]
339,[[0.9453061  0.02535399 0.0293399 ]],[[1. 0. 0.]],[[-1.]],[0]
340,[[0.953247   0.02230477 0.02444821]],[[1. 0. 0.]],[[-1.]],[0]
341,[[0.19569024 0.41483858 0.38947117]],[[0. 0. 1.]],[[19.709]],[6]
342,[[0.16485767 0.45053676 0.3846056 ]],[[0. 0. 1.]],[[20.883112]],[10]
343,[[0.13982318 0.44722712 0.41294968]],[[0. 1. 0.]],[[25.09819]],[44]
344,[[0.08093153 0.4686356  0.45043284]],[[0. 1. 0.]],[[32.415203]],[14]
345,[[0.82336736 0.08382636 0.09280633]],[[0. 0. 1.]],[[-1.]],[6]
346,[[0.13775331 0.45140898 0.4108377 ]],[[0. 0. 1.]],[[24.506134]],[24]
347,[[0.10047203 0.47434768 0.42518032]],[[1. 0. 0.]],[[28.241474]],[0]
348,[[0.02560824 0.4960978  0.47829396]],[[0. 0. 1.]],[[55.771206]],[42]
349,[[0.08259933 0.48125613 0.4361446 ]],[[1. 0. 0.]],[[30.197021]],[0]
350,[[0.07603233 0.48370692 0.44026077]],[[0. 1. 0.]],[[32.82653]],[20]
351,[[0.10222631 0.4647522  0.43302143]],[[0. 0. 1.]],[[28.54686]],[24]
352,[[0.847244   0.07173949 0.08101649]],[[1. 0. 0.]],[[-0.99999785]],[0]
353,[[0.38845888 0.32374913 0.28779197]],[[0. 0. 1.]],[[11.696981]],[44]
354,[[0.13956165 0.4518964  0.40854192]],[[0. 0. 1.]],[[25.029732]],[24]
355,[[0.02768289 0.48166543 0.49065173]],[[0. 1. 0.]],[[52.517914]],[68]
356,[[0.19048402 0.4191932  0.39032274]],[[0. 0. 1.]],[[19.035322]],[16]
357,[[0.16102211 0.42511496 0.4138629 ]],[[1. 0. 0.]],[[24.553362]],[0]
358,[[0.08626634 0.47258282 0.44115084]],[[0. 1. 0.]],[[31.60912]],[28]
359,[[0.10262327 0.4761328  0.42124394]],[[0. 0. 1.]],[[28.168022]],[22]
360,[[0.15307412 0.463535   0.38339093]],[[0. 1. 0.]],[[20.356926]],[28]
361,[[0.13215224 0.4549291  0.41291866]],[[1. 0. 0.]],[[24.900354]],[0]
362,[[0.6918918  0.14573984 0.16236839]],[[1. 0. 0.]],[[-0.69679177]],[0]
363,[[0.09688227 0.4774172  0.42570055]],[[0. 1. 0.]],[[29.530254]],[20]
364,[[0.5571162  0.22153883 0.22134492]],[[1. 0. 0.]],[[-0.99367243]],[0]
365,[[0.36461928 0.32732123 0.30805942]],[[1. 0. 0.]],[[8.079395]],[0]
366,[[0.06861151 0.50273216 0.42865637]],[[0. 1. 0.]],[[35.28096]],[30]
367,[[0.79365855 0.0959808  0.11036065]],[[1. 0. 0.]],[[-0.9958492]],[0]
368,[[0.18264559 0.43105894 0.38629547]],[[0. 0. 1.]],[[20.453209]],[24]
369,[[0.14080444 0.44639963 0.41279593]],[[0. 1. 0.]],[[23.500929]],[16]
370,[[0.10524866 0.46685585 0.42789552]],[[0. 1. 0.]],[[28.738323]],[32]
371,[[0.07884803 0.4727309  0.44842112]],[[0. 1. 0.]],[[32.482124]],[96]
372,[[0.14336367 0.44509676 0.41153958]],[[1. 0. 0.]],[[24.209772]],[0]
373,[[0.9642576  0.01197274 0.02376969]],[[1. 0. 0.]],[[-1.]],[0]
374,[[0.08629636 0.48491767 0.42878598]],[[0. 1. 0.]],[[31.503849]],[36]
375,[[0.14367123 0.44580853 0.41052026]],[[0. 0. 1.]],[[22.565016]],[14]
376,[[0.9271552  0.02721279 0.04563204]],[[1. 0. 0.]],[[-1.]],[0]
377,[[0.01783398 0.4892838  0.49288222]],[[0. 0. 1.]],[[63.33646]],[84]
378,[[0.32156345 0.34258738 0.3358491 ]],[[1. 0. 0.]],[[9.738425]],[0]
379,[[0.71169925 0.12665825 0.16164249]],[[1. 0. 0.]],[[-1.]],[0]
380,[[0.49092764 0.26916003 0.23991232]],[[1. 0. 0.]],[[4.143835]],[0]
381,[[0.10407231 0.46266025 0.43326735]],[[0. 1. 0.]],[[29.341295]],[72]
382,[[0.17330283 0.43477228 0.39192483]],[[0. 0. 1.]],[[19.024977]],[28]
383,[[0.11329873 0.4622873  0.42441398]],[[0. 0. 1.]],[[27.377213]],[26]
384,[[0.8069058  0.0945648  0.09852932]],[[1. 0. 0.]],[[-0.9999997]],[0]
385,[[0.14481124 0.44546488 0.40972385]],[[0. 0. 1.]],[[23.399181]],[28]
386,[[0.639892   0.18961969 0.17048834]],[[0. 1. 0.]],[[-0.99899334]],[16]
387,[[0.08751404 0.47767198 0.43481398]],[[0. 1. 0.]],[[29.898296]],[12]
388,[[0.09333489 0.48438486 0.4222802 ]],[[0. 1. 0.]],[[29.67412]],[24]
389,[[0.07095417 0.48879096 0.4402549 ]],[[0. 1. 0.]],[[35.09761]],[44]
390,[[0.4358004 0.2865592 0.2776404]],[[1. 0. 0.]],[[5.2015243]],[0]
391,[[0.12875299 0.44545108 0.4257959 ]],[[0. 1. 0.]],[[24.682838]],[38]
392,[[0.01260468 0.50131786 0.48607743]],[[0. 1. 0.]],[[64.17118]],[92]
393,[[0.8481873  0.07704441 0.07476836]],[[1. 0. 0.]],[[-0.9999998]],[0]
394,[[0.48577133 0.24773867 0.26649   ]],[[1. 0. 0.]],[[8.749286]],[0]
395,[[0.10480247 0.46794984 0.42724773]],[[0. 1. 0.]],[[27.725681]],[38]
396,[[0.13607615 0.4425247  0.4213992 ]],[[0. 0. 1.]],[[23.725327]],[10]
397,[[0.07888491 0.48327348 0.4378416 ]],[[1. 0. 0.]],[[31.528318]],[0]
398,[[0.09312323 0.46903104 0.4378457 ]],[[0. 0. 1.]],[[29.124228]],[12]
399,[[0.08246199 0.48751715 0.43002087]],[[0. 0. 1.]],[[31.679634]],[24]
400,[[0.9183061  0.03272812 0.04896579]],[[1. 0. 0.]],[[-1.]],[0]
401,[[0.13277419 0.45199472 0.41523117]],[[0. 1. 0.]],[[23.572094]],[20]
402,[[0.08113889 0.49749953 0.42136163]],[[0. 0. 1.]],[[32.165894]],[28]
403,[[0.0611477  0.49593338 0.44291896]],[[0. 1. 0.]],[[35.692547]],[18]
404,[[0.1577736  0.4450058  0.39722058]],[[0. 0. 1.]],[[22.818422]],[10]
405,[[0.05595953 0.48488402 0.45915645]],[[1. 0. 0.]],[[35.835667]],[0]
406,[[0.1164754  0.4547249  0.42879966]],[[0. 0. 1.]],[[26.680887]],[18]
407,[[0.07400225 0.4828357  0.44316208]],[[0. 0. 1.]],[[34.292046]],[38]
408,[[0.12137327 0.46692175 0.41170502]],[[0. 1. 0.]],[[25.819191]],[24]
409,[[0.0761891  0.48618552 0.43762538]],[[0. 1. 0.]],[[32.844322]],[32]
410,[[0.07499675 0.46845853 0.4565448 ]],[[0. 1. 0.]],[[33.9945]],[20]
411,[[0.09943756 0.48676103 0.4138014 ]],[[0. 1. 0.]],[[28.520336]],[24]
412,[[0.11854263 0.4616622  0.4197952 ]],[[0. 0. 1.]],[[26.668968]],[32]
413,[[0.5187897  0.19037618 0.29083413]],[[1. 0. 0.]],[[-1.]],[0]
414,[[0.07863745 0.4755298  0.44583273]],[[0. 0. 1.]],[[32.540653]],[39]
415,[[0.38154128 0.34922335 0.26923534]],[[1. 0. 0.]],[[6.6586075]],[0]
416,[[0.08644994 0.48271206 0.43083796]],[[0. 1. 0.]],[[32.034065]],[22]
417,[[9.9984050e-01 3.3987439e-05 1.2556642e-04]],[[1. 0. 0.]],[[-1.]],[0]
418,[[0.13807063 0.45807028 0.40385908]],[[0. 1. 0.]],[[24.836063]],[18]
419,[[0.21734542 0.40660763 0.37604702]],[[1. 0. 0.]],[[17.496809]],[0]
420,[[0.59242344 0.2138585  0.19371802]],[[1. 0. 0.]],[[-0.88634336]],[0]
421,[[0.03594258 0.50889426 0.45516318]],[[0. 1. 0.]],[[42.513863]],[52]
422,[[0.28899977 0.35605967 0.35494056]],[[0. 0. 1.]],[[18.21747]],[112]
423,[[0.09653877 0.48421374 0.41924742]],[[0. 1. 0.]],[[28.778934]],[22]
424,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
425,[[0.8855364  0.06050658 0.05395697]],[[1. 0. 0.]],[[-1.]],[0]
426,[[0.96915084 0.01337802 0.01747117]],[[1. 0. 0.]],[[-1.]],[0]
427,[[0.10697836 0.4715807  0.42144102]],[[0. 0. 1.]],[[27.481262]],[88]
428,[[0.12210694 0.4591612  0.41873184]],[[0. 0. 1.]],[[27.002787]],[16]
429,[[0.10812785 0.46863654 0.42323563]],[[1. 0. 0.]],[[27.0733]],[0]
430,[[0.09842993 0.47945485 0.4221152 ]],[[0. 1. 0.]],[[28.747625]],[20]
431,[[0.10063744 0.4688045  0.43055797]],[[0. 1. 0.]],[[29.64476]],[24]
432,[[0.136605  0.4484644 0.4149306]],[[0. 0. 1.]],[[23.959717]],[20]
433,[[0.8757322  0.05811828 0.06614951]],[[1. 0. 0.]],[[-0.99999905]],[0]
434,[[0.7793657  0.10017679 0.12045742]],[[1. 0. 0.]],[[-0.08252633]],[0]
435,[[0.81563896 0.0741685  0.11019257]],[[1. 0. 0.]],[[-1.]],[0]
436,[[0.11816338 0.4698     0.41203654]],[[0. 1. 0.]],[[27.058594]],[20]
437,[[0.11032955 0.45864883 0.43102172]],[[0. 1. 0.]],[[27.673119]],[40]
438,[[0.09830369 0.4588063  0.44289005]],[[1. 0. 0.]],[[33.056644]],[0]
439,[[0.9522035  0.02346144 0.02433503]],[[1. 0. 0.]],[[-1.]],[0]
440,[[0.7130032  0.11796607 0.16903071]],[[1. 0. 0.]],[[-1.]],[0]
441,[[0.67758    0.14853261 0.1738874 ]],[[1. 0. 0.]],[[-1.]],[0]
442,[[0.17283304 0.4178339  0.40933305]],[[1. 0. 0.]],[[18.967825]],[0]
443,[[0.08886349 0.47052553 0.44061103]],[[0. 0. 1.]],[[31.085424]],[80]
444,[[0.32782242 0.35597497 0.31620264]],[[0. 1. 0.]],[[8.217468]],[11]
445,[[0.05453389 0.5132882  0.43217793]],[[0. 1. 0.]],[[36.749866]],[18]
446,[[0.06341442 0.4839171  0.45266846]],[[0. 0. 1.]],[[35.309917]],[22]
447,[[0.04995303 0.49818084 0.4518662 ]],[[0. 1. 0.]],[[37.91814]],[16]
448,[[0.7110347  0.13870487 0.15026037]],[[0. 0. 1.]],[[-0.93894106]],[72]
449,[[9.999980e-01 6.737483e-07 1.334248e-06]],[[1. 0. 0.]],[[-1.]],[0]
450,[[9.99562204e-01 1.00144374e-04 3.37651902e-04]],[[1. 0. 0.]],[[-1.]],[0]
451,[[0.08034445 0.4784015  0.44125405]],[[0. 1. 0.]],[[33.85949]],[40]
452,[[0.11187271 0.45891377 0.42921355]],[[0. 0. 1.]],[[27.713501]],[28]
453,[[0.0815798  0.48660448 0.43181562]],[[0. 0. 1.]],[[31.816397]],[28]
454,[[0.73595953 0.13263488 0.13140558]],[[1. 0. 0.]],[[-0.9999451]],[0]
455,[[0.98689437 0.00666924 0.00643631]],[[1. 0. 0.]],[[-1.]],[0]
456,[[0.8416319  0.07383949 0.08452862]],[[1. 0. 0.]],[[-0.99999285]],[0]
457,[[0.11346568 0.48134062 0.40519372]],[[0. 0. 1.]],[[26.88009]],[18]
458,[[0.78938246 0.10641285 0.10420472]],[[1. 0. 0.]],[[-0.9999994]],[0]
459,[[0.1345791  0.45250723 0.41291365]],[[0. 1. 0.]],[[24.53276]],[20]
460,[[0.515316   0.20366669 0.28101733]],[[1. 0. 0.]],[[-1.]],[0]
461,[[0.03868527 0.48498186 0.47633287]],[[0. 1. 0.]],[[47.99158]],[40]
462,[[0.10791555 0.4663904  0.425694  ]],[[0. 1. 0.]],[[26.595987]],[34]
463,[[0.03474404 0.48792264 0.47733334]],[[0. 0. 1.]],[[49.553833]],[104]
464,[[0.6018744  0.14840832 0.24971728]],[[1. 0. 0.]],[[-1.]],[0]
465,[[0.14134872 0.45997196 0.3986793 ]],[[0. 0. 1.]],[[23.40387]],[18]
466,[[0.08161927 0.4953537  0.42302707]],[[0. 0. 1.]],[[31.694988]],[20]
467,[[0.06279086 0.5176346  0.4195746 ]],[[0. 0. 1.]],[[34.953686]],[34]
468,[[0.1290375  0.45174295 0.41921955]],[[0. 1. 0.]],[[25.955582]],[20]
469,[[0.08946231 0.4859683  0.42456937]],[[1. 0. 0.]],[[31.81194]],[0]
470,[[0.08153906 0.4863066  0.43215442]],[[0. 0. 1.]],[[31.443962]],[28]
471,[[0.14988379 0.44253185 0.4075844 ]],[[0. 0. 1.]],[[23.296335]],[16]
472,[[0.9533573  0.02375557 0.02288705]],[[1. 0. 0.]],[[-1.]],[0]
473,[[0.14556228 0.43972287 0.4147149 ]],[[0. 0. 1.]],[[24.240158]],[36]
474,[[0.26311454 0.3634181  0.3734674 ]],[[0. 0. 1.]],[[20.905325]],[28]
475,[[0.25282735 0.40239877 0.34477386]],[[1. 0. 0.]],[[15.823781]],[0]
476,[[0.73809886 0.13598354 0.12591761]],[[1. 0. 0.]],[[-0.99980974]],[0]
477,[[0.8541424  0.07036815 0.07548942]],[[1. 0. 0.]],[[-0.9999947]],[0]
478,[[0.14390793 0.43407798 0.42201412]],[[0. 0. 1.]],[[21.495012]],[16]
479,[[0.07882816 0.48587632 0.43529552]],[[0. 0. 1.]],[[33.11593]],[40]
480,[[0.30702034 0.3426023  0.35037735]],[[1. 0. 0.]],[[14.504954]],[0]
481,[[0.48624143 0.24308534 0.27067322]],[[1. 0. 0.]],[[0.5782238]],[0]
482,[[0.8388014  0.07540792 0.0857906 ]],[[1. 0. 0.]],[[-0.99987227]],[0]
483,[[0.11586169 0.47757676 0.40656158]],[[0. 1. 0.]],[[28.091324]],[8]
484,[[0.13579653 0.44773877 0.41646472]],[[0. 1. 0.]],[[24.259064]],[90]
485,[[0.05298642 0.5168653  0.43014824]],[[0. 0. 1.]],[[38.22854]],[56]
486,[[0.17925203 0.42603582 0.39471218]],[[0. 0. 1.]],[[19.637667]],[14]
487,[[0.03685214 0.48820403 0.47494385]],[[0. 0. 1.]],[[50.437428]],[44]
488,[[0.9729744  0.0137105  0.01331508]],[[1. 0. 0.]],[[-1.]],[0]
489,[[0.34248203 0.34255672 0.31496128]],[[1. 0. 0.]],[[9.593322]],[0]
490,[[0.13140815 0.4460554  0.42253643]],[[0. 0. 1.]],[[25.95946]],[12]
491,[[0.10078289 0.47431967 0.42489743]],[[0. 0. 1.]],[[28.491375]],[32]
492,[[0.13079077 0.44318035 0.42602888]],[[0. 0. 1.]],[[28.18844]],[44]
493,[[0.1069288  0.46950352 0.42356777]],[[0. 0. 1.]],[[27.774109]],[12]
494,[[0.13001947 0.4674539  0.40252668]],[[0. 0. 1.]],[[25.431759]],[44]
495,[[0.03411818 0.5172538  0.44862807]],[[0. 0. 1.]],[[42.82414]],[65]
496,[[0.3228383  0.35110313 0.32605863]],[[0. 1. 0.]],[[9.846451]],[12]
497,[[0.11767352 0.46331745 0.41900903]],[[0. 1. 0.]],[[27.640676]],[24]
498,[[0.14685075 0.45036954 0.40277976]],[[0. 0. 1.]],[[23.04834]],[36]
499,[[0.03600573 0.48613593 0.47785836]],[[0. 0. 1.]],[[48.88966]],[28]
500,[[0.98678696 0.00682244 0.00639062]],[[1. 0. 0.]],[[-1.]],[0]
501,[[0.22742444 0.40859386 0.3639817 ]],[[0. 0. 1.]],[[17.347595]],[82]
502,[[0.9141282  0.02572819 0.06014363]],[[1. 0. 0.]],[[-1.]],[0]
503,[[0.2785385  0.36881465 0.35264695]],[[1. 0. 0.]],[[12.948043]],[0]
504,[[0.81160194 0.0890468  0.0993512 ]],[[1. 0. 0.]],[[-0.9986973]],[0]
505,[[0.16656427 0.4290552  0.40438044]],[[0. 0. 1.]],[[20.145008]],[12]
506,[[0.22617534 0.39624077 0.37758386]],[[0. 0. 1.]],[[16.17689]],[28]
507,[[0.00608844 0.4969711  0.4969405 ]],[[0. 0. 1.]],[[64.64095]],[20]
508,[[0.17718798 0.42578608 0.397026  ]],[[0. 1. 0.]],[[20.237867]],[24]
509,[[0.14744085 0.44718125 0.4053779 ]],[[0. 0. 1.]],[[23.089293]],[18]
510,[[0.04834388 0.5175065  0.4341497 ]],[[0. 1. 0.]],[[38.267662]],[30]
511,[[0.12469178 0.46500087 0.41030738]],[[1. 0. 0.]],[[25.607464]],[0]
512,[[0.18302229 0.42982116 0.38715652]],[[0. 0. 1.]],[[20.441938]],[7]
513,[[0.92820704 0.03347143 0.03832151]],[[1. 0. 0.]],[[-1.]],[0]
514,[[9.9999976e-01 2.9705538e-08 1.9788526e-07]],[[1. 0. 0.]],[[-1.]],[0]
515,[[0.13146055 0.45305443 0.415485  ]],[[0. 0. 1.]],[[25.131283]],[36]
516,[[0.94082624 0.02653454 0.03263922]],[[0. 0. 1.]],[[-1.]],[32]
517,[[0.17744733 0.4251892  0.39736342]],[[1. 0. 0.]],[[22.70103]],[0]
518,[[0.09166839 0.4919223  0.4164093 ]],[[0. 1. 0.]],[[29.535429]],[46]
519,[[0.7141167  0.13904639 0.14683698]],[[1. 0. 0.]],[[-0.9904658]],[0]
520,[[0.05057853 0.500651   0.44877046]],[[0. 1. 0.]],[[41.056282]],[28]
521,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
522,[[0.05271708 0.5181136  0.42916933]],[[0. 1. 0.]],[[36.95994]],[132]
523,[[0.09935601 0.5041503  0.3964937 ]],[[0. 0. 1.]],[[27.931013]],[20]
524,[[0.8536775  0.07670446 0.06961802]],[[1. 0. 0.]],[[-0.99999994]],[0]
525,[[0.66164917 0.14064437 0.19770648]],[[1. 0. 0.]],[[-1.]],[0]
526,[[0.1099928  0.4726584  0.41734877]],[[0. 1. 0.]],[[27.792442]],[6]
527,[[0.11037639 0.46364108 0.42598248]],[[0. 0. 1.]],[[27.87559]],[8]
528,[[0.16802147 0.43627474 0.3957038 ]],[[0. 1. 0.]],[[21.597881]],[12]
529,[[0.08853973 0.4634334  0.44802687]],[[1. 0. 0.]],[[33.839893]],[0]
530,[[0.07412543 0.48491248 0.44096202]],[[0. 0. 1.]],[[32.23793]],[18]
531,[[0.40988183 0.30432203 0.28579614]],[[1. 0. 0.]],[[7.304804]],[0]
532,[[0.07603233 0.48370692 0.44026077]],[[0. 0. 1.]],[[32.82653]],[24]
533,[[0.22111318 0.40809634 0.3707905 ]],[[0. 0. 1.]],[[17.30256]],[16]
534,[[0.12189318 0.46393293 0.41417387]],[[0. 1. 0.]],[[26.294651]],[32]
535,[[0.22589298 0.39700344 0.37710363]],[[0. 1. 0.]],[[16.86112]],[28]
536,[[0.10890809 0.46844205 0.4226498 ]],[[0. 1. 0.]],[[27.136337]],[20]
537,[[0.12741125 0.44130975 0.4312791 ]],[[1. 0. 0.]],[[26.697853]],[0]
538,[[0.04160705 0.5138104  0.44458258]],[[0. 1. 0.]],[[42.52421]],[76]
539,[[0.06424931 0.4825824  0.45316824]],[[0. 1. 0.]],[[36.609478]],[44]
540,[[0.39733243 0.30070254 0.30196506]],[[1. 0. 0.]],[[11.488106]],[0]
541,[[0.01874875 0.49749315 0.48375806]],[[0. 1. 0.]],[[54.37497]],[92]
542,[[0.06011894 0.48579112 0.4540899 ]],[[0. 1. 0.]],[[36.8225]],[12]
543,[[0.08697075 0.48218715 0.4308421 ]],[[0. 0. 1.]],[[32.280266]],[66]
544,[[0.68766296 0.14050665 0.1718304 ]],[[1. 0. 0.]],[[-1.]],[0]
545,[[0.92130417 0.03680124 0.04189461]],[[1. 0. 0.]],[[-1.]],[0]
546,[[0.081535   0.48810065 0.43036437]],[[0. 1. 0.]],[[32.696472]],[10]
547,[[0.1192066  0.46704686 0.41374657]],[[0. 1. 0.]],[[26.16438]],[28]
548,[[0.88105154 0.05239121 0.06655722]],[[1. 0. 0.]],[[-1.]],[0]
549,[[0.04497158 0.48608702 0.4689414 ]],[[0. 1. 0.]],[[42.208656]],[38]
550,[[0.11227286 0.45854753 0.42917958]],[[0. 0. 1.]],[[27.2641]],[36]
551,[[0.0727663  0.49179083 0.43544295]],[[0. 0. 1.]],[[34.04115]],[30]
552,[[0.23348036 0.41446412 0.35205552]],[[0. 1. 0.]],[[17.422516]],[7]
553,[[0.0551156  0.51098    0.43390444]],[[0. 1. 0.]],[[36.454254]],[12]
554,[[0.16886203 0.43463343 0.3965045 ]],[[1. 0. 0.]],[[20.643679]],[0]
555,[[0.3642089 0.3192151 0.316576 ]],[[1. 0. 0.]],[[8.897621]],[0]
556,[[0.0472789  0.48478848 0.4679326 ]],[[0. 0. 1.]],[[45.52564]],[52]
557,[[0.9697094  0.00811123 0.02217942]],[[1. 0. 0.]],[[-1.]],[0]
558,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
559,[[0.03503167 0.4977796  0.46718875]],[[0. 1. 0.]],[[48.16221]],[22]
560,[[0.10611556 0.4735179  0.4203666 ]],[[0. 1. 0.]],[[27.251299]],[16]
561,[[0.05048533 0.49732655 0.45218816]],[[1. 0. 0.]],[[35.41234]],[0]
562,[[0.79704374 0.18974467 0.01321157]],[[0. 1. 0.]],[[-1.]],[64]
563,[[0.02868016 0.49706027 0.47425956]],[[0. 0. 1.]],[[51.413937]],[70]
564,[[0.39817503 0.30850542 0.29331952]],[[0. 1. 0.]],[[6.672016]],[36]
565,[[0.18366767 0.43088448 0.38544783]],[[1. 0. 0.]],[[19.247162]],[0]
566,[[0.10000237 0.47423756 0.42576003]],[[0. 0. 1.]],[[28.778961]],[34]
567,[[0.10287079 0.4780167  0.41911247]],[[1. 0. 0.]],[[29.299997]],[0]
568,[[0.06005035 0.49674374 0.4432059 ]],[[0. 0. 1.]],[[37.055355]],[64]
569,[[0.891645   0.0379118  0.07044309]],[[1. 0. 0.]],[[-1.]],[0]
570,[[0.08606162 0.48753858 0.42639977]],[[0. 0. 1.]],[[31.2803]],[28]
571,[[0.1177781  0.47116488 0.411057  ]],[[0. 0. 1.]],[[27.533184]],[8]
572,[[0.00443448 0.60685337 0.38871223]],[[0. 0. 1.]],[[84.689316]],[52]
573,[[0.0572825  0.48350224 0.45921522]],[[0. 1. 0.]],[[39.3134]],[40]
574,[[0.95379    0.01937288 0.02683705]],[[1. 0. 0.]],[[-1.]],[0]
575,[[0.128903   0.45075363 0.42034337]],[[0. 1. 0.]],[[26.159382]],[28]
576,[[0.5967342  0.21250801 0.19075781]],[[0. 1. 0.]],[[-0.89420474]],[8]
577,[[0.14882109 0.4394276  0.41175127]],[[0. 0. 1.]],[[22.776974]],[20]
578,[[0.13604872 0.4572632  0.4066881 ]],[[0. 0. 1.]],[[24.238615]],[32]
579,[[0.11153806 0.4628841  0.42557785]],[[0. 0. 1.]],[[26.997375]],[28]
580,[[0.08262884 0.47046313 0.44690803]],[[1. 0. 0.]],[[33.299873]],[0]
581,[[0.38153568 0.31553027 0.30293402]],[[0. 0. 1.]],[[7.8276386]],[6]
582,[[0.10637882 0.46817887 0.4254423 ]],[[0. 0. 1.]],[[28.02957]],[40]
583,[[0.06454629 0.50141007 0.43404362]],[[0. 0. 1.]],[[36.191086]],[30]
584,[[0.15640616 0.45129606 0.39229783]],[[0. 1. 0.]],[[21.80068]],[12]
585,[[0.10730845 0.47099176 0.42169985]],[[0. 0. 1.]],[[28.026232]],[26]
586,[[0.76183015 0.08884349 0.14932634]],[[1. 0. 0.]],[[-1.]],[0]
